#ICAO,IATA,Full_name,Continent,Location,Longitude,Latitude
"DE-0284","","Sonderlandeplatz \"RoÃberg","EU","Becherbach","7.683888","49.6422222"
"DE-0285","","UL-Flugplatz Brakel","EU","","9.201111","51.7372222"
"DE-0286","","UL-Fluglatz Ernzen","EU","","6.435555","49.8288889"
"DE-0287","","UL-Flugplatz Drensteinfurt","EU","","7.746944","51.7672222"
"DE-0288","","SegelfluggelÃ¤nde Haiterbach","EU","Nagold","8.675277","48.5313889"
"DE-0289","","UL-Flugplatz Imsweiler-Donnersberg","EU","Imsweiler","7.793611","49.6061111"
"DE-0290","","UL-Flugplatz Linnich","EU","Linnich","6.337777","50.9630556"
"DE-0291","","Sonderlandeplatz Morschenich","EU","Morschenich","6.552777","50.8730556"
"DE-0292","","Paradiek Lohne bei Vechta","EU","Lohne","8.321388","52.6680556"
"DE-0293","","Flugplatz Riedlingen","EU","Riedlingen","9.46666","48.1444444"
"DE-0294","","Zschorna","EU","","12.820277","51.3863889"
"DE-0295","","Segelflugplatz MÃ¼llheim","EU","","7.639722","47.8241667"
"DE-0296","","Peiting UL","EU","","10.903888","47.7575"
"DE-0297","","Westhausen UL","EU","","10.680555","50.3036111"
"DE-0298","","Deckenpfronn-Egelsee Airfield","EU","Sindelfingen","8.817","48.6385"
"DE-0299","","Boberg Airfield","EU","","10.144","53.5147"
"DE-0300","","Bohlhof Airfield","EU","Bohlhof","8.386","47.6509"
"DE-0301","","Degmarn Airfield","EU","Bad Friedrichshall","9.274","49.2579"
"DE-0302","","Hangensteiner Hof Airfield","EU","MÃ¼hlacker","8.815","48.9328"
"DE-0303","","HaÃloch Airfield","EU","HaÃloch","8.290","49.3553"
"DE-0304","","Hayingen Airfield","EU","Hayingen","9.465","48.2848"
"DE-0305","","Heilbronn-BÃ¶ckingen Airfield","EU","Heilbronn","9.181","49.1223"
"DE-0306","","Hermuthausen Airfield","EU","KÃ¼nzelsau","9.746","49.3146"
"DE-0307","","Hilzingen Airfield","EU","Singen","8.768","47.7604"
"DE-0308","","Hornberg Airfield","EU","SchwÃ¤bisch GmÃ¼nd","9.861","48.7458"
"DE-0309","","HÃ¼lben Airfield","EU","HÃ¼lben","9.39","48.5293"
"DE-0310","","HÃ¼tten Airfield","EU","The Hotzenwald","7.941","47.6333"
"DE-0311","","Isny Glider Field","EU","Isny im AllgÃ¤u","10.020","47.7002"
"DE-0312","","Kirchzarten Airfield","EU","Freiburg","7.955","47.9509"
"DE-0313","","Leibertingen Airfield","EU","Leibertingen","9.031","48.0445"
"DE-0314","","Leuzendorf Glider Field","EU","Hohenlohekreis","10.075","49.3518"
"DE-0315","","Malmsheim Airfield","EU","Renningen","8.917","48.7847"
"DE-0316","","Malsch Airfield","EU","Heidelberg","8.678","49.2375"
"DE-0317","","Markdorf Airfield","EU","Markdorf","9.39","47.7072"
"DE-0318","","MÃ¶ckmÃ¼hl-Korb Airfield","EU","MÃ¶ckmÃ¼hl","9.40","49.3442"
"DE-0319","","Schreckhof Airfield","EU","Mosbach","9.120","49.3513"
"DE-0320","","MÃ¼lben Airfield","EU","","9.10","49.456"
"DE-0321","","MÃ¼nsingen-Eisberg Airfield","EU","Dottingen","9.442","48.4093"
"DE-0322","","Musbach Airfield","EU","Freudenstadt","8.478","48.5027"
"DE-0323","","Neresheim Glider Field","EU","","10.327","48.7417"
"DE-0324","","UL-Flugplatz SeiÃen","EU","Blaubeuren","9.76335","48.413662"
"DE-0325","","Ochsenhausen Airfield","EU","Ochsenhausen","9.918","48.0535"
"DE-0326","","Oppingen-Au Airfield","EU","Gingen/Fils","9.821","48.5566"
"DE-0327","","Pleidelsheim Airfield","EU","Pleidelsheim","9.191","48.9564"
"DE-0328","","Rastatt Airfield","EU","Rastatt","8.212","48.8742"
"DE-0329","","Reiselfingen Airfield","EU","Reiselfingen","8.371","47.8517"
"DE-0330","","Burgebrach ULM","EU","","10.780555","49.8377778"
"DE-0331","","Forst-Sengenthal UL","EU","","11.401666","49.2166667"
"DE-0332","","RoÃfeld Airfield","EU","Metzingen","9.333","48.5133"
"DE-0333","","SchÃ¤fhalde Airfield","EU","Heidenheim","10.099","48.6922"
"DE-0334","","Sinsheim Airfield","EU","Sinsheim","8.893","49.2472"
"DE-0335","","Schwann-Conweiler Airfield","EU","Pforzheim","8.543","48.8382"
"DE-0336","","Sonderlandeplatz \"Altes Lager","EU","","12.983888","51.9961111"
"DE-0337","","Crawinkel","EU","","10.816944","50.7783333"
"DE-0338","","GÃ¼nching UL","EU","","11.57277","49.2672222"
"DE-0339","","Hartenstein-Thierfeld UL","EU","","12.681666","50.6761111"
"DE-0340","","UL-Gelaende Pretzschendorf","EU","","13.531666","50.8833333"
"DE-0341","","Sauldorf-Boll UL","EU","","9.029444","47.9558333"
"DE-0342","","Sulz am Neckar UL","EU","","8.637777","48.3458333"
"DE-0343","","Hasselfelde UL","EU","","10.875277","51.7044444"
"DE-0344","","GÃ¶pfersdorf Airfield","EU","Altenburg","12.612","50.9137"
"DE-0345","","Gundelsheim UL","EU","","9.172","49.2908333"
"DE-0346","","UL-Flugplatz Hinterweiler","EU","","6.756111","50.2463889"
"DE-0347","","Flugplatz MÃ¶ckern-Tryppehna","EU","Tryppehna","11.928333","52.1775"
"DE-0348","","Roggenhagen UL","EU","","13.400555","53.6702778"
"DE-0349","","Frankendorf UL","EU","","11.089081","49.8365058"
"DE-0350","","Brandis Airbase","EU","Brandis","12.65643","51.328383"
"DE-0351","","Balloonport Bitterfeld","EU","Bitterfeld","12.2939","51.62455"
"DE-0352","","Skydive Bad Lippspringe","EU","Lippspringe","8.78611","51.79056"
"DE-0353","","UL-Flugplatz Beedeln","EU","","12.814543","51.0072346"
"DE-0354","","Paraglider Ternberg","EU","Ternberg","14.350853","47.9347398"
"DE-0355","","Sonderlandeplatz MeiÃendorf-Brunsiek","EU","MeiÃendorf","9.872929","52.7122879"
"DE-0356","","Flugplatz Uehrde","EU","Uehrde","10.738055","52.1008333"
"DE-0357","","UL-Flugplatz Brauna","EU","Kamenz","14.06166","51.283611"
"DE-0358","","Flugplatz Burgheim","EU","Burgheim LKrs Neuburg","11.03312","48.692206"
"DE-0359","","Sonderlandeplatz Fehmarn-Neujellingsdorf","EU","Fehmarn","11.109612","54.4559418"
"DE-0360","","Katensen private UL strip","EU","Katensen","10.166126","52.4411581"
"DE-0361","","Mellenthin UL","EU","Mellenthin (Usedom)","14.032","53.9175"
"DE-0362","","Hof Wahl","EU","Hagen","7.42","51.3066667"
"DE-0363","","UL-GelÃ¤nde BÃ¼rstadt","EU","BÃ¼rstadt","8.474722","49.6558333"
"DE-0364","","Flugplatz Crussow","EU","Crussow","14.07111","53.0130556"
"DE-0365","","Sonderlandeplatz Teldau-Amholz","EU","","10.833611","53.3288889"
"DE-0366","","UL-Flugplatz Kleinkoschen","EU","Kleinkoschen","14.08055","51.513056"
"DE-0367","","Segelflugplatz Iserlohn-SÃ¼mmern","EU","","7.699722","51.4363889"
"DE-0368","","Flugplatz Mohorn","EU","Mohorn","13.44647","50.998031"
"DE-0369","","Flugplatz Wertheim","EU","Wertheim","9.50724","49.725862"
"DE-0370","","Schwarzenbach-SÃ¶tern UL","EU","","7.031388","49.5919444"
"DE-0371","","OffenbÃ¼ttel UL","EU","OffenbÃ¼ttel","9.378055","54.1758333"
"DE-0372","","Altenbeuthen UL","EU","","11.592222","50.5930556"
"DE-0373","","GÃ¼nzburg Hospital Helipad","EU","GÃ¼nzburg","10.29160","48.4581"
"DE-0374","","Legoland Helipad","EU","GÃ¼nzburg","10.29850","48.4259"
"DE-0375","","Wilhelmsburg-Kaserne Helipad","EU","Ulm","9.980","48.4142"
"DE-0376","","Mittelfischach UL","EU","","9.872","49.0352778"
"DE-0377","","Waltrop UL","EU","","7.425555","51.6408333"
"DE-0378","","Schlierstadt","EU","","9.361944","49.4435541"
"DE-0379","","UL-Flugplatz Litzlohe","EU","Pilsach auf der Heid","11.488888","49.3519444"
"DE-0380","","Flugplatz Eimbeckhausen","EU","Eimbeckhausen","9.42","52.225"
"DE-0381","","StraÃham UL","EU","StraÃham","11.927222","48.1797222"
"DE-0382","","Unterschwaningen UL","EU","","10.63476","49.086013"
"DE-0383","","UL-GelÃ¤nde Bredstedt","EU","Bredstedt","8.98574","54.633425"
"DE-0384","","Kemnitz Heliport","EU","Kemnitz","13.536149","54.0824235"
"DE-0385","","Fresh Breeze UL","EU","Bissendorf","9.73211","52.518069"
"DE-0386","","Everswinkel UL","EU","Everswinkel","7.838055","51.8844444"
"DE-0387","","Geilsheim UL","EU","Geilsheim","10.659166","49.0244444"
"DE-0388","","Flugplatz PlÃ¶tzin","EU","PlÃ¶tzin","12.82463","52.356113"
"DE-0389","","Metelen UL","EU","","7.240277","52.1586111"
"DE-0390","","Dorstadt UL","EU","Dorstadt","10.551388","52.1"
"DE-0391","","Malsch-Ettlingen UL","EU","","8.328333","48.9016667"
"DE-0392","","Weidberg/Kaltenwestheim UL","EU","","10.088055","50.6088889"
"DE-0393","","DÃ¶rzbach-Hohebach UL","EU","","9.714444","49.3502778"
"DE-0394","","Morbach UL","EU","","9.59224","49.033717"
"DE-0395","","Sonderlandeplatz Kremmen-Hohenbruch UL","EU","Kremmen","13.10240","52.797548"
"DE-0396","","Kunrau/Jahrstedt UL","EU","Kunrau","10.99605","52.567785"
"DE-0397","","Deisterflieger UL","EU","","9.377328","52.2941978"
"DE-0398","","Neuenstadt am Kocher UL","EU","","9.315833","49.2427777"
"DE-0399","","Flugplatz Hoym","EU","","11.285555","51.7780554"
"DE-0400","","Flugplatz Niederwillingen","EU","Niederwillingen","11.050833","50.7799999"
"DE-0401","","Oberrot-Glashofen UL","EU","Oberrot","9.640555","49.0102777"
"DE-0402","","Donstorf UL","EU","","8.55694","52.655"
"DE-0403","","Ohlsbach UL","EU","Offenburg","7.970833","48.4338888"
"DE-0404","","Walxheim-Unterschneidheim UL","EU","Walxheim","10.32371","48.953631"
"DE-0405","","Naunheim / Maifeld UL","EU","Naunheim","7.331944","50.2580555"
"DE-0406","","Drachenflugplatz Welver UL","EU","Illingen-Welver","7.935277","51.6180554"
"DE-0407","","Gemen-Kirchspiel UL","EU","Borken","6.855277","51.8788888"
"DE-0408","","Schwaigern/Stetten UL","EU","Gemmingen","8.987499","49.1416666"
"DE-0409","","Gersdorf UL","EU","Gersdorf","11.14111","49.0319443"
"DE-0410","","Rupin Hospital Helipad","EU","Ruppin","12.796343","52.9039727"
"DE-0411","","UL-Flugplatz Hohenstein","EU","","10.57872","51.5336866"
"DE-0412","","UL Flugfeld GÃ¶ssenheim","EU","GÃ¶ssenheim","9.77223","50.028245"
"DE-0413","","ObersÃ¶llbach UL","EU","Neuenstein","9.559049","49.183234"
"DE-0414","","Agrarflugplatz Brodau","EU","Brodau","12.3298","51.4987"
"DE-0415","","Agrarflugplatz LauÃig","EU","LauÃig","12.642358","51.5356317"
"DE-0416","","Maurice Rose Army Air Field","EU","Frankfurt am Main","8.65879","50.177008"
"DE-0417","","Air field Rebstock","EU","Frankfurt am Main","8.61323","50.111029"
"DE-0418","","DRF Luftrettung MÃ¼nchen Heliport","EU","MÃ¼nchen","11.46539","48.110895"
"DE-0419","HDB","Heidelberg Army Helicopter Base","EU","Heidelberg","8.65193","49.392397"
"DE-0420","","Greifswald Hospital Heliport","EU","","13.40817","54.089077"
"DE-0421","","Neustrelitz Heliport","EU","","13.052121","53.3821208"
"DE-0422","","Aachen Hospital Heliport","EU","Aachen","6.044286","50.7758285"
"DE-0423","","Bad Saarow Hospital Heliport","EU","","14.0603","52.284419"
"DE-0424","","Meyenburg Cropduster Airstrip","EU","","12.251455","53.3101318"
"DE-0425","","Agrarflugfeld Machern","EU","Machern","12.611777","51.3586195"
"DE-0426","","Freyenstein UL","EU","","12.366111","53.2752777"
"DE-0427","","Agrar-Flugfeld Zwochau","EU","","12.2399","51.46339"
"DE-0428","PHM","BÃ¶blingen Flugfeld","EU","BÃ¶blingen","8.99619","48.689544"
"DE-0429","PHM","BÃ¶blingen Flugfeld","EU","BÃ¶blingen","8.99619","48.689544"
"DE-0430","","Flugplatz Malmsheim","EU","","8.9164","48.78505"
"DE-0431","","Oldenburg Police Heliport","EU","","8.217771","53.2162096"
"DE-0432","","Gerbstedt Airstrip","EU","","11.614950","51.6368318"
"DE-0433","","Luftsportverein Parchim","EU","","11.8016","53.41861"
"DE-0434","","Christoph 12 Luftrettungszentrum","EU","","10.56251","54.034939"
"DE-0435","","Flugplatz Kolitzheim-Herleshof","EU","","10.25814","49.920062"
"DE00","","Doyle's Airport","NA","Felton","-75.5771026611328","39.02069854736328"
"DE01","","Eagle Run Heliport","NA","Christiana","-75.6829986572265","39.66120147705078"
"DE02","","Delaware State Police Heliport","NA","Dover","-75.5329971313476","39.20009994506836"
"DE03","","Dover Downs Helistop","NA","Dover","-75.5245971679687","39.18339920043945"
"DE04","","Newberg Airport","NA","Smyrna","-75.5749969482421","39.29169845581055"
"DE05","","Wilmington Country Club Heliport","NA","Greenville","-75.6163024902343","39.80009841918945"
"DE06","","Delaware Museum Heliport","NA","Greenville","-75.613502502441","39.792598724365234"
"DE07","","Flying C Airport","NA","Hartly","-75.69129","39.144299"
"DE08","","Barcroft Company Heliport","NA","Lewes","-75.105201721191","38.78150177001953"
"DE09","","Johnsons Airport","NA","Magnolia","-75.488502502441","39.068199157714844"
"DE10","","Kimbowrosa Farm Airport","NA","Milford","-75.4663009643554","38.966800689697266"
"DE11","","Drummond Airport","NA","Milford","-75.401000976562","38.90570068359375"
"DE12","","Owens Field","NA","Ellendale","-75.412696838378","38.80569839477539"
"DE13","","Rehoboth Bay Seaplane Base","NA","Dewey Beach","-75.0870971679687","38.68619918823242"
"DE14","","Huey Airport","NA","Bridgeville","-75.5348968505859","38.74399948120117"
"DE15","","Pevey Airport","NA","Seaford","-75.6996994018554","38.61259841918945"
"DE16","","Rollins Building Heliport","NA","Wilmington","-75.5495986938476","39.78340148925781"
"DE17","","Sugar Hill Airport","NA","Greenwood","-75.5832977294921","38.77790069580078"
"DE18","","Strawbridge Christiana Mall Heliport","NA","Christiana","-75.67880","39.679299"
"DE19","","Duffy's Airport","NA","Townsend","-75.741600036621","39.325801849365234"
"DE20","","Spirit Airpark","NA","Townsend","-75.7457962036132","39.373600006103516"
"DE21","","West Private Airport","NA","Roxana","-75.1654968261718","38.51729965209961"
"DE22","","Del-Mar Ford Heliport","NA","Cheswold","-75.5830001831054","39.216800689697266"
"DE23","","Ockel Farms Airport","NA","Milton","-75.3600006103515","38.750301361083984"
"DE24","","Elliott Heliport","NA","Dover","-75.5055007934570","39.11149978637695"
"DE25","","Eagle Crest-Hudson Airport","NA","Milton","-75.2335968017578","38.776100158691406"
"DE26","","Christina Hospital Heliport","NA","Newark","-75.6671981811523","39.687599182128906"
"DE27","","Warrington Field","NA","Selbyville","-75.1748962402343","38.46260070800781"
"DE28","","A.I.Dupont Institute Heliport","NA","Wilmington","-75.5555","39.779181"
"DE29","","Scotty's Place Airport","NA","Smyrna","-75.6440963745117","39.375099182128906"
"DE30","","Bracebridge Iii Heliport","NA","Wilmington","-75.535301208496","39.735599517822266"
"DE31","","Greenville Heliport","NA","Wilmington","-75.58329","39.766701"
"DE32","","Belfair Airport","NA","Felton","-75.6166992187","38.974998474121094"
"DE33","","Okolona Plantation Airport","NA","Middletown","-75.6975021362304","39.4827995300293"
"DE34","","Townsend A Airport","NA","Townsend","-75.6630020141601","39.41429901123047"
"DE39","","Wilmington Hospital Heliport","NA","Wilmington","-75.55055","39.751111"
"DE49","","Josephs Airport","NA","Georgetown","-75.355201721191","38.63759994506836"
"DER","DER","Derim Airport","OC","Derim","147.10722222","-6.14472222222"
"DEX","DEX","Nop Goliat Airport","AS","Dekai - Yahukimo","139.48200","-4.8557"
"DFCA","XKY","Kaya Airport","AF","Kaya","-1.10000002384185","13.067000389099121"
"DFCB","","Barsalogho Airport","AF","Barsalogho","-1.067000031471252","13.399999618530273"
"DFCC","OUG","Ouahigouya Airport","AF","Ouahigouya","-2.417000055313110","13.567000389099121"
"DFCD","","Didyr Airport","AF","Didyr","-2.61700010299682","12.550000190734863"
"DFCE","","Batie Airport","AF","Batie","-2.917000055313110","9.883000373840332"
"DFCG","","Kongoussi Airport","AF","Kongoussi","-1.532999992370605","13.317000389099121"
"DFCI","","Titao Airport","AF","Titao","-2.082999944686889","13.767000198364258"
"DFCJ","XDJ","Djibo Airport","AF","Djibo","-1.633000016212463","14.100000381469727"
"DFCK","","Koudougou Airport","AF","Koudougou","-2.400000095367431","12.267000198364258"
"DFCL","XLU","Leo Airport","AF","Leo","-2.099999904632568","11.100000381469727"
"DFCM","","Manga Airport","AF","Manga","-1.067000031471252","11.666999816894531"
"DFCP","PUP","Po Airport","AF","Po","-1.14999997615814","11.149999618530273"
"DFCR","","Poura Airport","AF","Poura","-2.7","11.616999626159668"
"DFCS","","Seguenega Airport","AF","Seguenega","-","13.432999610900879"
"DFCT","","Tenado Airport","AF","Tenado","-2.582999944686889","12.199999809265137"
"DFCU","","Gourcy Airport","AF","Gourcy","-2.36700010299682","13.199999809265137"
"DFCY","","Yako Airport","AF","Yako","-2.282999992370605","12.949999809265137"
"DFEA","XBO","Boulsa Airport","AF","Boulsa","-0.566999971866607","12.649999618530273"
"DFEB","XBG","Bogande Airport","AF","Bogande","-0.1669999957084655","12.982999801635742"
"DFEC","","Komin-Yanga Airport","AF","Komin-Yanga","0.1500000059604644","11.699999809265137"
"DFED","DIP","Diapaga Airport","AF","Diapaga","1.78463","12.060324"
"DFEE","DOR","Dori Airport","AF","Dori","-0.03299999982118606","14.032999992370605"
"DFEF","FNG","Fada N'gourma Airport","AF","Fada N'gourma","0.349999994039535","12.032999992370605"
"DFEG","XGG","Gorom-Gorom Airport","AF","Gorom-Gorom","-0.232999995350837","14.449999809265137"
"DFEK","","Koupela Airport","AF","Koupela","-0.3000000119209289","12.166999816894531"
"DFEL","XKA","Kantchari Airport","AF","Kantchari","1.","12.467000007629395"
"DFEM","TMQ","Tambao Airport","AF","Tambao","0.0500000007450580","14.800000190734863"
"DFEO","","Zorgo Airport","AF","Zorgo","-0.616999983787536","12.25"
"DFEP","XPA","Pama Airport","AF","Pama","0.69999998807907","11.25"
"DFER","ARL","Arly Airport","AF","Arly","1.483000040054321","11.597000122070312"
"DFES","XSE","Sebba Airport","AF","Sebba","0.517000019550323","13.449999809265137"
"DFET","TEG","Tenkodogo Airport","AF","Tenkodogo","-0.36700001358985","11.800000190734863"
"DFEY","","Ouargaye Airport","AF","Ouargaye","0.0500000007450580","11.517000198364258"
"DFEZ","XZA","ZabrÃ© Airport","AF","ZabrÃ©","-0.616999983787536","11.166999816894531"
"DFFD","OUA","Ouagadougou Airport","AF","Ouagadougou","-1.5124","12.3532"
"DFOA","","Dano Airport","AF","Dano","-3.06699991226196","11.133000373840332"
"DFOB","BNR","Banfora Airport","AF","Banfora","-4.717000007629394","10.682999610900879"
"DFOD","DGU","Dedougou Airport","AF","Dedougou","-3.49000000953674","12.458999633789062"
"DFOF","","Safane Airport","AF","Safane","-3.18300008773803","12.149999618530273"
"DFOG","XGA","Gaoua Airport","AF","Gaoua","-3.16345","10.384059"
"DFOH","","Hounde Airport","AF","Hounde","-3.516999959945678","11.482999801635742"
"DFOL","","Loumana Airport","AF","Loumana","-5.34999990463256","10.567000389099121"
"DFON","XNU","Nouna Airport","AF","Nouna","-3.86700010","12.75"
"DFOO","BOY","Bobo Dioulasso Airport","AF","Bobo Dioulasso","-4.3309698104858","11.160099983215332"
"DFOR","","Orodara Airport","AF","Orodara","-4.93300008773803","10.982999801635742"
"DFOS","","Sideradougou Airport","AF","Sideradougou","-4.26700019836425","10.666999816894531"
"DFOT","TUQ","Tougan Airport","AF","Tougan","-3.06699991226196","13.067000389099121"
"DFOU","XDE","Diebougou Airport","AF","Diebougou","-3.2","10.949999809265137"
"DFOY","XAR","Aribinda Airport","AF","Aribinda","-0.88300001621","14.217000007600001"
"DGAA","ACC","Kotoka International Airport","AF","Accra","-0.1667860001325607","5.605189800262451"
"DGG","DGG","Fishermans Airfield","OC","Daugo Island","147.050","-9.5128"
"DGLE","TML","Tamale Airport","AF","Tamale","-0.863214015960693","9.55718994140625"
"DGLN","","Navrongo Airport","AF","Navrongo","-1.10000002384185","10.899999618530273"
"DGLW","","Wa Airport","AF","Wa","-2.50768995285034","10.0826997756958"
"DGLY","","Yendi Airport","AF","Yendi","-0.00472200009971857","9.425000190734863"
"DGM","DGM","Dandugama Seaplane Base","AS","Colombo","79.872","7.1079"
"DGSI","KMS","Kumasi Airport","AF","Kumasi","-1.590819954872131","6.714560031890869"
"DGSN","NYI","Sunyani Airport","AF","Sunyani","-2.328759908676147","7.361830234527588"
"DGTK","TKD","Takoradi Airport","AF","Sekondi-Takoradi","-1.774760007858276","4.896059989929199"
"DHB","DHB","Deer Harbor SPB","NA","Deer Harbor","-123.00277777","48.6166666667"
"DHG","DHG","Dalnegorsk Airport","EU","Dalnegorsk","135.49000","44.558748"
"DIAO","ABO","Aboisso Airport","AF","Aboisso","-3.23472","5.461944"
"DIAP","ABJ","Port Bouet Airport","AF","Abidjan","-3.926290035247802","5.261390209197998"
"DIAU","OGO","Abengourou Airport","AF","Abengourou","-3.470279932022094","6.715559959411621"
"DIBC","","Bocanda Airport","AF","Bocanda","-4.532999992370605","7.0329999923706055"
"DIBI","BXI","Boundiali Airport","AF","Boundiali","-6.467000007629394","9.532999992370605"
"DIBK","BYK","BouakÃ© Airport","AF","","-5.07366991043090","7.738800048828125"
"DIBN","BQO","Bouna Airport","AF","Bouna","-3.02527999877929","9.27750015258789"
"DIBU","BDK","Soko Airport","AF","Bondoukou","-2.761940002441406","8.017219543457031"
"DIDB","","Dabou Airport","AF","Dabou","-4.403457641601562","5.351385116577148"
"DIDK","DIM","Dimbokro Airport","AF","Dimbokro","-4.64056015014648","6.651669979095459"
"DIDL","DJO","Daloa Airport","AF","","-6.47318983078002","6.792809963226318"
"DIFK","FEK","Ferkessedougou Airport","AF","Ferkessedougou","-5.183333","9.6"
"DIGA","GGN","Gagnoa Airport","AF","Gagnoa","-5.94999980926513","6.132999897003174"
"DIGL","GGO","Guiglo Airport","AF","Guiglo","-7.52684","6.534711"
"DIGN","BBV","Nero-Mer Airport","AF","Grand-BÃ©rÃ©by","-6.92396163940000","4.64341306686"
"DIKO","HGO","Korhogo Airport","AF","Korhogo","-5.5566601753","9.38718032837"
"DIMN","MJC","Man Airport","AF","","-7.5873599052429","7.272069931030273"
"DIOD","KEO","Odienne Airport","AF","Odienne","-7.56699991226196","9.5"
"DIOF","OFI","Ouango Fitini Airport","AF","Ouango Fitini","-4.05000019073486","9.600000381469727"
"DISG","SEO","Seguela Airport","AF","Seguela","-6.71083021163940","7.968329906463623"
"DISP","SPY","San Pedro Airport","AF","","-6.66082000732421","4.746719837188721"
"DISS","ZSS","Sassandra Airport","AF","Sassandra","-6.13278007507324","4.928329944610596"
"DITB","TXU","Tabou Airport","AF","Tabou","-7.36272811889648","4.437809467315674"
"DITN","TOZ","Mahana Airport","AF","Touba","-7.67","8.2934"
"DIW","DIW","Mawella Lagoon Seaplane Base","AS","Dickwella","80.73312","5.990192"
"DIYO","ASK","Yamoussoukro Airport","AF","Yamoussoukro","-5.3655800819","6.9031701088"
"DK-0001","","FemÃ¸ Airfield","EU","FemÃ¸","11.53766","54.984115"
"DK-0002","","OrÃ¸ Flyveplads","EU","","11.843063","55.7875202"
"DK-0003","","TÃ¸llÃ¸se Flyveklub","EU","TÃ¸llÃ¸se","11.755446","55.5810364"
"DK-0004","","BrÃ¦dstrup","EU","BrÃ¦dstrup","9.65333","55.943611"
"DK-0005","","Bogense Flyveplads","EU","Bogense","10.03256","55.543022"
"DK-0006","","RÃ¸dekro Flyveplads","EU","RÃ¸dekro","9.301388","55.0786111"
"DK-0007","","Ejstruphede Glider Field","EU","Ejstruphede","8.69249","56.020679"
"DK-0008","","Holstebro Glider Field","EU","Holstebro","8.58646","56.306223"
"DK-0009","","Bolhede Glider Field","EU","Bolhede","8.75573","55.631971"
"DK-0010","","Ãrhus Glider Field","EU","Ãrhus","10.07662","56.178925"
"DK-0011","","Rigshospitalet Helipad","EU","Copenhagen","12.56676","55.696662"
"DK-0012","","Aarhus Universitetshospital Helipad","EU","Ãrhus","10.17591","56.192123"
"DK-0013","","NÃ¦stved Flyveplads","EU","Naestved","11.717591","55.2109019"
"DK-0014","","Nordborg Flyveplads","EU","SÃ¸nderborg","9.75337","55.07485"
"DK-0015","","Aversi","EU","","11.835060","55.3438217"
"DK-0016","","SÃ¸lager flyveplads","EU","","11.925051","55.9499555"
"DK-0017","","Ejstrupholm","EU","","9.268055","55.9911111"
"DK-0018","","Filskov Flyveplads","EU","Filskov","9.04715","55.81478"
"DK-0019","","Estruplund Flyveplads","EU","Estruplund","10.358333","56.5577778"
"DK-0020","","Frederikssund Syd Flyveplads","EU","","12.08147","55.814761"
"DK-0021","","Gesten Glider Field","EU","","9.18997","55.550967"
"DK-0022","","Frederikssund Nord Glider Field","EU","","12.07440","55.852511"
"DK-0023","","GrÃ¸nbÃ¦k Flyveplads","EU","","9.623333","56.2705556"
"DK-0024","","Orupgaard Flyveplads","EU","","11.947222","54.7702778"
"DK-0025","","Rolfsted Flyveplads","EU","","10.58194","55.325833"
"DK-0026","","SÃ¸nder Felding Flyveplads","EU","","8.743333","55.9466667"
"DK-0027","","Bodilsker Airstrip","EU","","15.05315","55.063671"
"DK-0028","","Varde Flyveplads","EU","Varde","8.440277","55.6077778"
"DK-0029","","Sulkendrup Flyveplads","EU","","10.71422","55.283692"
"DK-0030","","Holsted Flyveplads (private)","EU","Holsted","8.936523","55.5619621"
"DK-0031","","Nordjyllands Ultra Light Flyveklub","EU","","9.940857","57.2478111"
"DK-0032","","VejrÃ¸ Flyveplads","EU","Nakskov","11.34784","55.025703"
"DK-0033","","Bjedstrup Airstrip","EU","Bjedstrup","9.86751","56.071002"
"DK-0034","","Slagelse Private Airstrip","EU","","11.309601","55.3599187"
"DK-0035","","Ãlgod Airfield","EU","Vallund","8.552872","55.8334107"
"DK-0036","","Revninge Flyveplads","EU","","10.67059","55.418985"
"DK-0037","","Gilleleje Airstrip","EU","Gilleleje","12.323405","56.1062979"
"DK-0038","","BjÃ¸rnÃ¸ Flyveplads","EU","BjÃ¸rnÃ¸ Island","10.24316","55.0678624"
"DLR","DLR","Dalnerechensk Airport","EU","Dalnerechensk","133.736","45.8783"
"DM2","","Diomede Heliport","NA","Diomede","-168.95367","65.758367"
"DN50","","Shiroro Airport","AF","","6.81863021850585","9.884650230407715"
"DN51","","Ajaokuta Airport","AF","","6.46113014221191","7.457240104675293"
"DN53","","Kaduna Old Airport","AF","","7.44870996475219","10.598899841308594"
"DN54","","Bajoga Northeast Airport","AF","Bajoga","11.50119972229003","10.919899940490723"
"DN55","","Eket Airport","AF","","7.9490","4.642182"
"DN56","","Escravos Airport","AF","","5.18848","5.61673"
"DN57","DKA","Katsina Airport","AF","Katsina","7.66044998168999","13.007800102200001"
"DNAA","ABV","Nnamdi Azikiwe International Airport","AF","Abuja","7.26316976547241","9.006790161132812"
"DNAI","QUO","Akwa Ibom International Airport","AF","Uyo","8.09","4.8725"
"DNAK","AKR","Akure Airport","AF","Akure","5.301010131835937","7.246739864349365"
"DNAS","ABB","Asaba International Airport","AF","Asaba","6.66527","6.204167"
"DNBB","","Bebi Airport","AF","Bayaluga","9.31900","6.6215"
"DNBC","BCU","Sir Abubakar Tafawa Balewa International Airport","AF","Bauchi","9.74","10.482833"
"DNBE","BNI","Benin Airport","AF","Benin","5.599500179290771","6.316979885101318"
"DNBI","","Bida Airport","AF","Bida","6.01700019836425","9.100000381469727"
